Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Kasparov, Garry	 g	 RUS	 2804	 16	 1963
 2	 Anand, Viswanathan	 g	 IND	 2786	 11	 1969
 3	 Topalov, Veselin	 g	 BUL	 2757	 0	 1975
 4	 Kramnik, Vladimir	 g	 RUS	 2754	 14	 1975
 5	 Leko, Peter	 g	 HUN	 2749	 14	 1979
 6	 Morozevich, Alexander	 g	 RUS	 2741	 21	 1977
 7	 Adams, Michael	 g	 ENG	 2741	 20	 1971
 8	 Svidler, Peter	 g	 RUS	 2735	 19	 1976
 9	 Bacrot, Etienne	 g	 FRA	 2715	 5	 1983
 10	 Shirov, Alexei	 g	 ESP	 2713	 19	 1972
 11	 Ivanchuk, Vassily	 g	 UKR	 2711	 29	 1969
 12	 Grischuk, Alexander	 g	 RUS	 2710	 26	 1983
 13	 Bareev, Evgeny	 g	 RUS	 2709	 10	 1966
 14	 Dreev, Alexey	 g	 RUS	 2704	 19	 1969
 15	 Ponomariov, Ruslan	 g	 UKR	 2700	 8	 1983
 16	 Gelfand, Boris	 g	 ISR	 2696	 17	 1968
 17	 Akopian, Vladimir	 g	 ARM	 2693	 13	 1971
 18	 Vallejo Pons, Francisco	 g	 ESP	 2686	 26	 1982
 19	 Sokolov, Ivan	 g	 NED	 2685	 24	 1968
 20	 Volokitin, Andrei	 g	 UKR	 2685	 20	 1986
 21	 Aronian, Levon	 g	 ARM	 2684	 12	 1982
 22	 Bologan, Viktor	 g	 MDA	 2683	 26	 1971
 23	 Van Wely, Loek	 g	 NED	 2679	 13	 1972
 24	 Lautier, Joel	 g	 FRA	 2678	 21	 1973
 25	 Kasimdzhanov, Rustam	 g	 UZB	 2678	 17	 1979
 26	 Sakaev, Konstantin	 g	 RUS	 2677	 6	 1974
 27	 Nikolic, Predrag	 g	 BIH	 2676	 0	 1960
 28	 Short, Nigel D.	 g	 ENG	 2674	 17	 1965
 29	 Karpov, Anatoly	 g	 RUS	 2674	 4	 1951
 30	 Nisipeanu, Liviu-Dieter	 g	 ROM	 2673	 22	 1976
 31	 Krasenkow, Michal	 g	 POL	 2672	 34	 1963
 32	 Vaganian, Rafael A	 g	 ARM	 2670	 16	 1951
 33	 Moiseenko, Alexander	 g	 UKR	 2669	 25	 1980
 34	 Sutovsky, Emil	 g	 ISR	 2669	 21	 1977
 35	 Milov, Vadim	 g	 SUI	 2668	 18	 1972
 36	 Radjabov, Teimour	 g	 AZE	 2667	 18	 1987
 37	 Motylev, Alexander	 g	 RUS	 2665	 17	 1979
 38	 Malakhov, Vladimir	 g	 RUS	 2664	 8	 1980
 39	 Azmaiparashvili, Zurab	 g	 GEO	 2662	 19	 1960
 40	 Khalifman, Alexander	 g	 RUS	 2662	 13	 1966
 41	 Dominguez, Lenier	 g	 CUB	 2661	 11	 1983
 42	 Mamedyarov, Shakhriyar	 g	 AZE	 2657	 25	 1985
 43	 Sasikiran, Krishnan	 g	 IND	 2657	 22	 1981
 44	 Georgiev, Kiril	 g	 BUL	 2654	 33	 1965
 45	 Zvjaginsev, Vadim	 g	 RUS	 2653	 10	 1976
 46	 Bruzon, Lazaro	 g	 CUB	 2652	 28	 1982
 47	 Onischuk, Alexander	 g	 USA	 2652	 24	 1975
 48	 Rublevsky, Sergei	 g	 RUS	 2650	 17	 1974
 49	 Nielsen, Peter Heine	 g	 DEN	 2648	 15	 1973
 50	 Ye, Jiangchuan	 g	 CHN	 2648	 3	 1960
 51	 Smirnov, Pavel	 g	 RUS	 2645	 25	 1982
 52	 Vescovi, Giovanni	 g	 BRA	 2645	 0	 1978
 53	 Smirin, Ilia	 g	 ISR	 2644	 27	 1968
 54	 Navara, David	 g	 CZE	 2644	 26	 1985
 55	 Eljanov, Pavel	 g	 UKR	 2643	 8	 1983
 56	 Jobava, Baadur	 g	 GEO	 2640	 17	 1983
 57	 Lputian, Smbat G	 g	 ARM	 2640	 12	 1958
 58	 Fressinet, Laurent	 g	 FRA	 2638	 21	 1981
 59	 Graf, Alexander	 g	 GER	 2637	 25	 1962
