Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Carlsen, Magnus	 g	 NOR	 2810	 16	 1990
 2	 Topalov, Veselin	 g	 BUL	 2805	 4	 1975
 3	 Anand, Viswanathan	 g	 IND	 2790	 9	 1969
 4	 Kramnik, Vladimir	 g	 RUS	 2788	 16	 1975
 5	 Aronian, Levon	 g	 ARM	 2781	 17	 1982
 6	 Gelfand, Boris	 g	 ISR	 2761	 25	 1968
 7	 Gashimov, Vugar	 g	 AZE	 2759	 21	 1986
 8	 Ivanchuk, Vassily	 g	 UKR	 2749	 13	 1969
 9	 Wang, Yue	 g	 CHN	 2749	 8	 1987
 10	 Svidler, Peter	 g	 RUS	 2744	 27	 1976
 11	 Mamedyarov, Shakhriyar	 g	 AZE	 2741	 19	 1985
 12	 Leko, Peter	 g	 HUN	 2739	 9	 1979
 13	 Ponomariov, Ruslan	 g	 UKR	 2737	 25	 1983
 14	 Eljanov, Pavel	 g	 UKR	 2736	 14	 1983
 15	 Grischuk, Alexander	 g	 RUS	 2736	 8	 1983
 16	 Radjabov, Teimour	 g	 AZE	 2733	 13	 1987
 17	 Morozevich, Alexander	 g	 RUS	 2732	 19	 1977
 18	 Vachier-Lagrave, Maxime	 g	 FRA	 2730	 21	 1990
 19	 Jakovenko, Dmitry	 g	 RUS	 2730	 17	 1983
 20	 Shirov, Alexei	 g	 ESP	 2723	 19	 1972
 21	 Karjakin, Sergey	 g	 RUS	 2720	 12	 1990
 22	 Malakhov, Vladimir	 g	 RUS	 2716	 15	 1980
 23	 Wang, Hao	 g	 CHN	 2715	 10	 1989
 24	 Bacrot, Etienne	 g	 FRA	 2713	 18	 1983
 25	 Dominguez Perez, Leinier	 g	 CUB	 2712	 4	 1983
 26	 Almasi, Zoltan	 g	 HUN	 2710	 7	 1976
 27	 Navara, David	 g	 CZE	 2708	 15	 1985
 28	 Nakamura, Hikaru	 g	 USA	 2708	 7	 1987
 29	 Movsesian, Sergei	 g	 SVK	 2708	 2	 1978
 30	 Tomashevsky, Evgeny	 g	 RUS	 2705	 14	 1987
 31	 Vallejo Pons, Francisco	 g	 ESP	 2705	 10	 1982
 32	 Jobava, Baadur	 g	 GEO	 2704	 15	 1983
 33	 Alekseev, Evgeny	 g	 RUS	 2703	 13	 1985
 34	 Kasimdzhanov, Rustam	 g	 UZB	 2702	 2	 1979
 35	 Motylev, Alexander	 g	 RUS	 2697	 6	 1979
 36	 Rublevsky, Sergei	 g	 RUS	 2697	 4	 1974
 37	 Nielsen, Peter Heine	 g	 DEN	 2697	 0	 1973
 38	 Short, Nigel D	 g	 ENG	 2696	 7	 1965
 39	 Adams, Michael	 g	 ENG	 2694	 17	 1971
 40	 Kamsky, Gata	 g	 USA	 2693	 6	 1974
 41	 Vitiugov, Nikita	 g	 RUS	 2692	 8	 1987
 42	 Volokitin, Andrei	 g	 UKR	 2692	 8	 1986
 43	 Bologan, Viktor	 g	 MDA	 2692	 6	 1971
 44	 Naiditsch, Arkadij	 g	 GER	 2687	 13	 1985
 45	 Miroshnichenko, Evgenij	 g	 UKR	 2686	 0	 1978
 46	 Polgar, Judit	 g	 HUN	 2682	 4	 1976
 47	 Nisipeanu, Liviu-Dieter	 g	 ROU	 2681	 12	 1976
 48	 Sargissian, Gabriel	 g	 ARM	 2680	 12	 1983
 49	 Akopian, Vladimir	 g	 ARM	 2678	 10	 1971
 50	 Moiseenko, Alexander	 g	 UKR	 2677	 0	 1980
