
Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Topalov, Veselin	 g	 BUL	 2796	 8	 1975
 2	 Anand, Viswanathan	 g	 IND	 2791	 11	 1969
 3	 Ivanchuk, Vassily	 g	 UKR	 2779	 19	 1969
 4	 Carlsen, Magnus	 g	 NOR	 2776	 17	 1990
 5	 Morozevich, Alexander	 g	 RUS	 2771	 20	 1977
 6	 Radjabov, Teimour	 g	 AZE	 2761	 27	 1987
 7	 Jakovenko, Dmitry	 g	 RUS	 2760	 40	 1983
 8	 Kramnik, Vladimir	 g	 RUS	 2759	 20	 1975
 9	 Leko, Peter	 g	 HUN	 2751	 23	 1979
 10	 Movsesian, Sergei	 g	 SVK	 2751	 16	 1978
 11	 Aronian, Levon	 g	 ARM	 2750	 16	 1982
 12	 Shirov, Alexei	 g	 ESP	 2745	 19	 1972
 13	 Wang, Yue	 g	 CHN	 2739	 28	 1987
 14	 Grischuk, Alexander	 g	 RUS	 2733	 28	 1983
 15	 Gelfand, Boris	 g	 ISR	 2733	 17	 1968
 16	 Ponomariov, Ruslan	 g	 UKR	 2726	 9	 1983
 17	 Kamsky, Gata	 g	 USA	 2725	 16	 1974
 18	 Mamedyarov, Shakhriyar	 g	 AZE	 2724	 29	 1985
 19	 Gashimov, Vugar	 g	 AZE	 2723	 28	 1986
 20	 Svidler, Peter	 g	 RUS	 2723	 27	 1976
 21	 Bacrot, Etienne	 g	 FRA	 2722	 40	 1983
 22	 Alekseev, Evgeny	 g	 RUS	 2718	 33	 1985
 23	 Dominguez Perez, Leinier	 g	 CUB	 2717	 10	 1983
 24	 Adams, Michael	 g	 ENG	 2712	 29	 1971
 25	 Sasikiran, Krishnan	 g	 IND	 2711	 24	 1981
 26	 Ni, Hua	 g	 CHN	 2709	 15	 1983
 27	 Karjakin, Sergey	 g	 UKR	 2706	 17	 1990
 28	 Vallejo Pons, Francisco	 g	 ESP	 2702	 34	 1982
 29	 Bu, Xiangzhi	 g	 CHN	 2702	 9	 1985
 30	 Rublevsky, Sergei	 g	 RUS	 2702	 0	 1974
 31	 Akopian, Vladimir	 g	 ARM	 2700	 33	 1971
 32	 Nakamura, Hikaru	 g	 USA	 2699	 19	 1987
 33	 Vachier-Lagrave, Maxime	 g	 FRA	 2696	 28	 1990
 34	 Eljanov, Pavel	 g	 UKR	 2693	 29	 1983
 35	 Naiditsch, Arkadij	 g	 GER	 2693	 17	 1985
 36	 Polgar, Judit	 g	 HUN	 2693	 8	 1976
 37	 Malakhov, Vladimir	 g	 RUS	 2692	 18	 1980
 38	 Wang, Hao	 g	 CHN	 2691	 7	 1989
 39	 Dreev, Alexey	 g	 RUS	 2688	 24	 1969
 40	 Efimenko, Zahar	 g	 UKR	 2688	 15	 1985
 41	 Vitiugov, Nikita	 g	 RUS	 2687	 28	 1987
 42	 Kasimdzhanov, Rustam	 g	 UZB	 2687	 22	 1979
 43	 Bologan, Viktor	 g	 MDA	 2687	 15	 1971
 44	 Tiviakov, Sergei	 g	 NED	 2685	 10	 1973
 45	 Almasi, Zoltan	 g	 HUN	 2681	 27	 1976
 46	 Cheparinov, Ivan	 g	 BUL	 2679	 31	 1986
 47	 Sargissian, Gabriel	 g	 ARM	 2677	 20	 1983
 48	 Moiseenko, Alexander	 g	 UKR	 2676	 9	 1980
 49	 Motylev, Alexander	 g	 RUS	 2676	 6	 1979
