Rank	Name	Title	Country	Rating	Games	B-Year
 64	 Hansen, Curt	 g	 DEN	 2619	 13	 1964
 65	 Bauer, Christian	 g	 FRA	 2618	 65	 1977
 66	 Ftacnik, Lubomir	 g	 SVK	 2618	 36	 1957
 67	 Bacrot, Etienne	 g	 FRA	 2618	 21	 1983
 68	 Najer, Evgeniy	 g	 RUS	 2616	 32	 1977
 69	 Huebner, Robert Dr.	 g	 GER	 2616	 24	 1948
 70	 Malakhov, Vladimir	 g	 RUS	 2613	 57	 1980
 71	 Baklan, Vladimir	 g	 UKR	 2613	 20	 1978
 72	 Smagin, Sergey	 g	 RUS	 2613	 0	 1958
 73	 Khenkin, Igor	 g	 GER	 2612	 28	 1968
 74	 Vladimirov, Evgeny	 g	 KAZ	 2612	 22	 1957
 75	 Aleksandrov, Aleksej	 g	 BLR	 2610	 33	 1973
 76	 Landa, Konstantin	 g	 RUS	 2610	 7	 1972
 77	 Lutz, Christopher	 g	 GER	 2609	 28	 1971
 78	 Shabalov, Alexander	 g	 USA	 2609	 24	 1967
 79	 Milos, Gilberto	 g	 BRA	 2608	 25	 1963
 80	 Magomedov, Magaram	 g	 RUS	 2608	 0	 1966
 81	 Lputian, Smbat G	 g	 ARM	 2607	 33	 1958
 82	 Kaidanov, Gregory S	 g	 USA	 2607	 20	 1959
 83	 Zhang, Zhong	 g	 CHN	 2607	 0	 1978
 84	 Sutovsky, Emil	 g	 ISR	 2605	 11	 1977
 85	 Milov, Vadim	 g	 SUI	 2604	 68	 1972
 86	 Marin, Mihail	 g	 ROM	 2604	 45	 1965
 87	 Speelman, Jonathan S.	 g	 ENG	 2604	 22	 1956
 88	 Dorfman, Josif D	 g	 FRA	 2602	 22	 1952
 89	 Hracek, Zbynek	 g	 CZE	 2602	 15	 1970
 90	 Sasikiran, Krishnan	 g	 IND	 2601	 35	 1981
 91	 Najdoski, Toni	 g	 MKD	 2601	 24	 1970
 92	 Korneev, Oleg	 g	 RUS	 2600	 76	 1969
 93	 Psakhis, Lev	 g	 ISR	 2598	 36	 1958
 94	 Baburin, Alexander	 g	 IRL	 2598	 20	 1967
 95	 Tiviakov, Sergei	 g	 NED	 2597	 39	 1973
 96	 Shariyazdanov, Andrey	 g	 RUS	 2596	 36	 1976
 97	 Hodgson, Julian M.	 g	 ENG	 2596	 21	 1963
 98	 Novikov, Igor A	 g	 UKR	 2596	 10	 1962
 99	 Nisipeanu, Liviu-Dieter	 g	 ROM	 2596	 9	 1976
 100	 Tukmakov, Vladimir B	 g	 UKR	 2595	 57	 1946
