Rank	Name	Title	Country	Rating	Games	B-Year
 55	 Nakamura, Hikaru	 g	 USA	 2651	 6	 1987
 56	 Jobava, Baadur	 g	 GEO	 2650	 0	 1983
 57	 Tkachiev, Vladislav	 g	 FRA	 2649	 6	 1973
 58	 Motylev, Alexander	 g	 RUS	 2647	 9	 1979
 59	 Fressinet, Laurent	 g	 FRA	 2646	 6	 1981
 60	 Volokitin, Andrei	 g	 UKR	 2645	 13	 1986
 61	 Wang, Yue	 g	 CHN	 2644	 45	 1987
 62	 Areshchenko, Alexander	 g	 UKR	 2644	 28	 1986
 63	 Bu, Xiangzhi	 g	 CHN	 2644	 20	 1985
 64	 Izoria, Zviad	 g	 GEO	 2644	 13	 1984
 65	 Avrukh, Boris	 g	 ISR	 2644	 0	 1978
 66	 Bareev, Evgeny	 g	 RUS	 2643	 38	 1966
 67	 Zhang, Pengxiang	 g	 CHN	 2643	 37	 1980
 68	 Sakaev, Konstantin	 g	 RUS	 2641	 14	 1974
 69	 Cheparinov, Ivan	 g	 BUL	 2640	 9	 1986
 70	 Kobalia, Mikhail	 g	 RUS	 2639	 24	 1978
 71	 Beliavsky, Alexander G	 g	 SLO	 2639	 0	 1953
 72	 Nijboer, Friso	 g	 NED	 2638	 16	 1965
 73	 Seirawan, Yasser	 g	 USA	 2638	 0	 1960
 74	 Movsesian, Sergei	 g	 SVK	 2637	 25	 1978
 75	 Wojtaszek, Radoslaw	 g	 POL	 2637	 16	 1987
 76	 Volkov, Sergey	 g	 RUS	 2636	 27	 1974
 77	 Gurevich, Mikhail	 g	 TUR	 2635	 26	 1959
 78	 Asrian, Karen	 g	 ARM	 2634	 7	 1980
 79	 Lputian, Smbat G	 g	 ARM	 2634	 4	 1958
 80	 Spraggett, Kevin	 g	 CAN	 2633	 29	 1954
 81	 Miroshnichenko, Evgenij	 g	 UKR	 2632	 21	 1978
 82	 Ni, Hua	 g	 CHN	 2632	 20	 1983
 83	 Azmaiparashvili, Zurab	 g	 GEO	 2632	 2	 1960
 84	 Sutovsky, Emil	 g	 ISR	 2629	 36	 1977
 85	 Korchnoi, Viktor	 g	 SUI	 2629	 24	 1931
 86	 Riazantsev, Alexander	 g	 RUS	 2629	 24	 1985
 87	 Macieja, Bartlomiej	 g	 POL	 2629	 18	 1977
 88	 Socko, Bartosz	 g	 POL	 2629	 18	 1978
 89	 Afromeev, Vladimir	 f	 RUS	 2628	 0	 1954
 90	 Moiseenko, Alexander	 g	 UKR	 2627	 44	 1980
 91	 Fridman, Daniel	 g	 LAT	 2626	 18	 1976
 92	 Nikolic, Predrag	 g	 BIH	 2626	 0	 1960
 93	 Tomashevsky, Evgeny	 g	 RUS	 2624	 40	 1987
 94	 Fedorov, Alexei	 g	 BLR	 2624	 16	 1972
 95	 Smirnov, Pavel	 g	 RUS	 2621	 27	 1982
 96	 Hansen, Curt	 g	 DEN	 2621	 0	 1964
 97	 Wang, Hao	 g	 CHN	 2619	 24	 1989
 98	 Hracek, Zbynek	 g	 CZE	 2619	 16	 1970
 99	 Istratescu, Andrei	 g	 ROM	 2619	 16	 1975
 100	 Khalifman, Alexander	 g	 RUS	 2619	 16	 1966
