Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Kasparov, Garry	 g	 RUS	 2830	 0	 1963
 2	 Kramnik, Vladimir	 g	 RUS	 2777	 11	 1975
 3	 Anand, Viswanathan	 g	 IND	 2766	 10	 1969
 4	 Bareev, Evgeny	 g	 RUS	 2739	 11	 1966
 5	 Shirov, Alexei	 g	 ESP	 2737	 2	 1972
 6	 Topalov, Veselin	 g	 BUL	 2735	 0	 1975
 7	 Grischuk, Alexander	 g	 RUS	 2732	 0	 1983
 8	 Adams, Michael	 g	 ENG	 2725	 10	 1971
 9	 Svidler, Peter	 g	 RUS	 2723	 0	 1976
 10	 Leko, Peter	 g	 HUN	 2722	 10	 1979
 11	 Polgar, Judit (GM)	 wg	 HUN	 2722	 9	 1976
 12	 Ponomariov, Ruslan	 g	 UKR	 2718	 0	 1983
 13	 Ivanchuk, Vassily	 g	 UKR	 2710	 0	 1969
 14	 Dreev, Alexey	 g	 RUS	 2705	 9	 1969
 15	 Gelfand, Boris	 g	 ISR	 2703	 11	 1968
 16	 Morozevich, Alexander	 g	 RUS	 2702	 10	 1977
 17	 Short, Nigel D.	 g	 ENG	 2701	 0	 1965
 18	 Malakhov, Vladimir	 g	 RUS	 2696	 0	 1980
 19	 Sokolov, Ivan	 g	 NED	 2695	 4	 1968
 20	 Azmaiparashvili, Zurab	 g	 GEO	 2693	 7	 1960
 21	 Karpov, Anatoly	 g	 RUS	 2693	 0	 1951
 22	 Akopian, Vladimir	 g	 GER	 2684	 9	 1971
 23	 Ye, Jiangchuan	 g	 CHN	 2681	 11	 1960
 24	 Sasikiran, Krishnan	 g	 IND	 2679	 25	 1981
 25	 Nisipeanu, Liviu-Dieter	 g	 ROM	 2678	 26	 1976
 26	 Khalifman, Alexander	 g	 RUS	 2678	 0	 1966
 27	 Bologan, Viktor	 g	 MDA	 2673	 10	 1971
 28	 Rublevsky, Sergei	 g	 RUS	 2672	 0	 1974
 29	 Smirin, Ilia	 g	 ISR	 2670	 14	 1968
 30	 Kasimdzhanov, Rustam	 g	 UZB	 2669	 13	 1979
 31	 Beliavsky, Alexander G	 g	 SLO	 2667	 20	 1953
 32	 Lautier, Joel	 g	 FRA	 2666	 21	 1973
 33	 Bacrot, Etienne	 g	 FRA	 2664	 21	 1983
 34	 Aleksandrov, Aleksej	 g	 BLR	 2664	 8	 1973
 35	 Vallejo Pons, Francisco	 g	 ESP	 2662	 0	 1982
 36	 Onischuk, Alexander	 g	 USA	 2661	 26	 1975
 37	 Epishin, Vladimir	 g	 RUS	 2658	 37	 1965
 38	 Sakaev, Konstantin	 g	 RUS	 2657	 11	 1974
 39	 Gurevich, Mikhail	 g	 BEL	 2656	 22	 1959
 40	 Kobalia, Mikhail	 g	 RUS	 2656	 0	 1978
 41	 Van Wely, Loek	 g	 NED	 2654	 13	 1972
 42	 Fressinet, Laurent	 g	 FRA	 2654	 10	 1981
 43	 Zvjaginsev, Vadim	 g	 RUS	 2653	 0	 1976
 44	 Georgiev, Kiril	 g	 MKD	 2651	 6	 1965
 45	 Radjabov, Teimour	 g	 AZE	 2650	 19	 1987
 46	 McShane, Luke J.	 g	 ENG	 2649	 29	 1984
 47	 Aronian, Levon	 g	 ARM	 2649	 0	 1982
 48	 Nikolic, Predrag	 g	 BIH	 2647	 4	 1960
 49	 Sutovsky, Emil	 g	 ISR	 2646	 9	 1977
 50	 Graf, Alexander	 g	 GER	 2646	 8	 1962
