Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Carlsen, Magnus	 g	 NOR	 2813	 13	 1990
 2	 Topalov, Veselin	 g	 BUL	 2805	 0	 1975
 3	 Kramnik, Vladimir	 g	 RUS	 2790	 13	 1975
 4	 Anand, Viswanathan	 g	 IND	 2787	 13	 1969
 5	 Aronian, Levon	 g	 ARM	 2782	 9	 1982
 6	 Mamedyarov, Shakhriyar	 g	 AZE	 2760	 9	 1985
 7	 Grischuk, Alexander	 g	 RUS	 2756	 16	 1983
 8	 Svidler, Peter	 g	 RUS	 2750	 9	 1976
 9	 Gelfand, Boris	 g	 ISR	 2750	 7	 1968
 10	 Wang, Yue	 g	 CHN	 2749	 0	 1987
 11	 Ivanchuk, Vassily	 g	 UKR	 2748	 13	 1969
 12	 Gashimov, Vugar	 g	 AZE	 2740	 7	 1986
 13	 Radjabov, Teimour	 g	 AZE	 2740	 7	 1987
 14	 Shirov, Alexei	 g	 ESP	 2737	 13	 1972
 15	 Ponomariov, Ruslan	 g	 UKR	 2737	 0	 1983
 16	 Eljanov, Pavel	 g	 UKR	 2736	 0	 1983
 17	 Nakamura, Hikaru	 g	 USA	 2735	 21	 1987
 18	 Leko, Peter	 g	 HUN	 2735	 13	 1979
 19	 Vachier-Lagrave, Maxime	 g	 FRA	 2727	 9	 1990
 20	 Jakovenko, Dmitry	 g	 RUS	 2725	 14	 1983
 21	 Karjakin, Sergey	 g	 RUS	 2725	 13	 1990
 22	 Malakhov, Vladimir	 g	 RUS	 2721	 7	 1980
 23	 Almasi, Zoltan	 g	 HUN	 2720	 9	 1976
 24	 Morozevich, Alexander	 g	 RUS	 2715	 6	 1977
 25	 Wang, Hao	 g	 CHN	 2715	 0	 1989
 26	 Bacrot, Etienne	 g	 FRA	 2714	 19	 1983
 27	 Dominguez Perez, Leinier	 g	 CUB	 2713	 13	 1983
 28	 Vitiugov, Nikita	 g	 RUS	 2710	 15	 1987
 29	 Movsesian, Sergei	 g	 SVK	 2709	 10	 1978
 30	 Vallejo Pons, Francisco	 g	 ESP	 2708	 10	 1982
 31	 Navara, David	 g	 CZE	 2708	 0	 1985
 32	 Motylev, Alexander	 g	 RUS	 2705	 18	 1979
 33	 Adams, Michael	 g	 ENG	 2704	 10	 1971
 34	 Kamsky, Gata	 g	 USA	 2702	 28	 1974
 35	 Kasimdzhanov, Rustam	 g	 UZB	 2702	 0	 1979
 36	 Tomashevsky, Evgeny	 g	 RUS	 2701	 14	 1987
 37	 Alekseev, Evgeny	 g	 RUS	 2700	 9	 1985
 38	 Rublevsky, Sergei	 g	 RUS	 2697	 8	 1974
 39	 Nielsen, Peter Heine	 g	 DEN	 2697	 0	 1973
 40	 Jobava, Baadur	 g	 GEO	 2695	 9	 1983
 41	 Naiditsch, Arkadij	 g	 GER	 2691	 22	 1985
 42	 Le, Quang Liem	 g	 VIE	 2689	 35	 1991
 43	 Akopian, Vladimir	 g	 ARM	 2688	 9	 1971
 44	 Onischuk, Alexander	 g	 USA	 2687	 9	 1975
 45	 Volokitin, Andrei	 g	 UKR	 2687	 9	 1986
 46	 Sasikiran, Krishnan	 g	 IND	 2686	 33	 1981
