Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Kasparov, Garry	 g	 RUS	 2813	 6	 1963
 2	 Anand, Viswanathan	 g	 IND	 2781	 16	 1969
 3	 Kramnik, Vladimir	 g	 RUS	 2760	 10	 1975
 4	 Morozevich, Alexander	 g	 RUS	 2758	 10	 1977
 5	 Topalov, Veselin	 g	 BUL	 2757	 14	 1975
 6	 Leko, Peter	 g	 HUN	 2743	 16	 1979
 7	 Adams, Michael	 g	 ENG	 2740	 26	 1971
 8	 Svidler, Peter	 g	 RUS	 2735	 17	 1976
 9	 Polgar, Judit	 g	 HUN	 2728	 0	 1976
 10	 Shirov, Alexei	 g	 ESP	 2726	 2	 1972
 11	 Bacrot, Etienne	 g	 FRA	 2718	 22	 1983
 12	 Bareev, Evgeny	 g	 RUS	 2715	 0	 1966
 13	 Ponomariov, Ruslan	 g	 UKR	 2710	 10	 1983
 14	 Ivanchuk, Vassily	 g	 UKR	 2705	 10	 1969
 15	 Grischuk, Alexander	 g	 RUS	 2704	 10	 1983
 16	 Dreev, Alexey	 g	 RUS	 2698	 23	 1969
 17	 Sutovsky, Emil	 g	 ISR	 2697	 11	 1977
 18	 Gelfand, Boris	 g	 ISR	 2693	 8	 1968
 19	 Akopian, Vladimir	 g	 ARM	 2692	 16	 1971
 20	 Nisipeanu, Liviu-Dieter	 g	 ROM	 2687	 21	 1976
 21	 Short, Nigel D.	 g	 ENG	 2687	 15	 1965
 22	 Milov, Vadim	 g	 SUI	 2683	 0	 1972
 23	 Lautier, Joel	 g	 FRA	 2682	 21	 1973
 24	 Karpov, Anatoly	 g	 RUS	 2682	 0	 1951
 25	 Van Wely, Loek	 g	 NED	 2681	 33	 1972
 26	 Vallejo Pons, Francisco	 g	 ESP	 2678	 10	 1982
 27	 Krasenkow, Michal	 g	 POL	 2676	 35	 1963
 28	 Nikolic, Predrag	 g	 BIH	 2676	 16	 1960
 29	 Aronian, Levon	 g	 ARM	 2675	 6	 1982
 30	 Smirin, Ilia	 g	 ISR	 2673	 4	 1968
 31	 Azmaiparashvili, Zurab	 g	 GEO	 2672	 4	 1960
 32	 Bologan, Viktor	 g	 MDA	 2669	 16	 1971
