Rank	Name	Title	Country	Rating	Games	B-Year
 78	 Ni, Hua	 g	 CHN	 2641	 29	 1983
 79	 Avrukh, Boris	 g	 ISR	 2641	 15	 1978
 80	 Baklan, Vladimir	 g	 UKR	 2639	 42	 1978
 81	 Stellwagen, Daniel	 g	 NED	 2639	 19	 1987
 82	 Smirin, Ilia	 g	 ISR	 2639	 17	 1968
 83	 Naiditsch, Arkadij	 g	 GER	 2639	 11	 1985
 84	 Areshchenko, Alexander	 g	 UKR	 2638	 5	 1986
 85	 Amonatov, Farrukh	 g	 TJK	 2637	 46	 1978
 86	 Timofeev, Artyom	 g	 RUS	 2637	 10	 1985
 87	 Smirnov, Pavel	 g	 RUS	 2636	 0	 1982
 88	 Wojtaszek, Radoslaw	 g	 POL	 2635	 11	 1987
 89	 Najer, Evgeniy	 g	 RUS	 2635	 9	 1977
 90	 Bauer, Christian	 g	 FRA	 2634	 30	 1977
 91	 Vachier-Lagrave, Maxime	 g	 FRA	 2634	 24	 1990
 92	 Sakaev, Konstantin	 g	 RUS	 2634	 0	 1974
 93	 Zhang, Zhong	 g	 SIN	 2634	 0	 1978
 94	 Lputian, Smbat G	 g	 ARM	 2633	 0	 1958
 95	 Ye, Jiangchuan	 g	 CHN	 2632	 0	 1960
 96	 Istratescu, Andrei	 g	 ROU	 2631	 9	 1975
 97	 Mchedlishvili, Mikheil	 g	 GEO	 2631	 9	 1979
 98	 Kobalia, Mikhail	 g	 RUS	 2631	 4	 1978
 99	 Miton, Kamil	 g	 POL	 2628	 28	 1984
 100	 Gurevich, Mikhail	 g	 TUR	 2627	 14	 1959
 101	 Vladimirov, Evgeny	 g	 KAZ	 2627	 0	 1957
