
Rank	Name	Title	Country	Rating	Games	B-Year
 45	 Radjabov, Teimour	 g	 AZE	 2648	 9	 1987
 46	 Movsesian, Sergei	 g	 SVK	 2647	 43	 1978
 47	 Bacrot, Etienne	 g	 FRA	 2645	 23	 1983
 48	 Gurevich, Mikhail	 g	 BEL	 2644	 68	 1959
 49	 Graf, Alexander	 g	 GER	 2643	 44	 1962
 50	 Epishin, Vladimir	 g	 RUS	 2642	 32	 1965
 51	 Granda Zuniga, Julio E	 g	 PER	 2641	 11	 1967
 52	 Fressinet, Laurent	 g	 FRA	 2640	 26	 1981
 53	 Hjartarson, Johann	 g	 ISL	 2640	 5	 1963
 54	 Sutovsky, Emil	 g	 ISR	 2639	 32	 1977
 55	 Khenkin, Igor	 g	 GER	 2638	 38	 1968
 56	 Kaidanov, Gregory S	 g	 USA	 2638	 7	 1959
 57	 Georgiev, Kiril	 g	 MKD	 2637	 28	 1965
 58	 Nielsen, Peter Heine	 g	 DEN	 2636	 47	 1973
 59	 Tregubov, Pavel V.	 g	 RUS	 2635	 27	 1971
 60	 Motylev, Alexander	 g	 RUS	 2634	 34	 1979
 61	 Lastin, Alexander	 g	 RUS	 2634	 13	 1976
 62	 Piket, Jeroen	 g	 NED	 2632	 8	 1969
 63	 Lutz, Christopher	 g	 GER	 2631	 38	 1971
 64	 Filippov, Valerij	 g	 RUS	 2630	 22	 1975
 65	 Smirnov, Pavel	 m	 RUS	 2629	 22	 1982
 66	 Korchnoi, Viktor	 g	 SUI	 2628	 25	 1931
 67	 Macieja, Bartlomiej	 g	 POL	 2627	 39	 1977
 68	 Sadler, Matthew	 g	 ENG	 2626	 13	 1974
 69	 Xu, Jun	 g	 CHN	 2626	 9	 1962
 70	 Seirawan, Yasser	 g	 USA	 2626	 0	 1960
 71	 Vaganian, Rafael A	 g	 ARM	 2623	 37	 1951
 72	 Lputian, Smbat G	 g	 ARM	 2623	 22	 1958
 73	 Volkov, Sergey	 g	 RUS	 2620	 38	 1974
 74	 McShane, Luke J.	 g	 ENG	 2619	 40	 1984
 75	 Hansen, Curt	 g	 DEN	 2618	 24	 1964
 76	 Moiseenko, Alexander	 g	 UKR	 2618	 21	 1980
 77	 Vescovi, Giovanni	 g	 BRA	 2618	 9	 1978
 78	 Nunn, John D.M.	 g	 ENG	 2617	 15	 1955
 79	 Rozentalis, Eduardas	 g	 LTU	 2616	 26	 1963
 80	 Van Den Doel, Erik	 g	 NED	 2615	 21	 1979
 81	 Landa, Konstantin	 g	 RUS	 2614	 31	 1972
 82	 Bruzon, Lazaro	 g	 CUB	 2614	 27	 1982
 83	 Tiviakov, Sergei	 g	 NED	 2613	 51	 1973
 84	 Alekseev, Evgeny	 g	 RUS	 2613	 30	 1985
 85	 Giorgadze, Giorgi	 g	 GEO	 2612	 8	 1964
 86	 Eingorn, Vereslav S	 g	 UKR	 2611	 9	 1956
 87	 Markowski, Tomasz	 g	 POL	 2610	 41	 1975
 88	 Dautov, Rustem	 g	 GER	 2610	 34	 1965
 89	 Dominguez, Lenier	 g	 CUB	 2610	 27	 1983
 90	 Kazhgaleyev, Murtas	 g	 KAZ	 2610	 12	 1973
 91	 Miladinovic, Igor	 g	 GRE	 2609	 78	 1974
 92	 Hodgson, Julian M.	 g	 ENG	 2609	 8	 1963
 93	 Najer, Evgeniy	 g	 RUS	 2608	 41	 1977
 94	 Chuchelov, Vladimir	 g	 BEL	 2608	 32	 1969
 95	 Navara, David	 g	 CZE	 2608	 25	 1985
 96	 Goldin, Alexander	 g	 USA	 2608	 8	 1964
 97	 Galkin, Alexander	 g	 RUS	 2607	 19	 1979
 98	 Dorfman, Josif D	 g	 FRA	 2607	 18	 1952
 99	 Iordachescu, Viorel	 g	 MDA	 2606	 42	 1977
 100	 Acs, Peter	 g	 HUN	 2606	 31	 1981
 101	 Vladimirov, Evgeny	 g	 KAZ	 2606	 10	 1957
