
Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Kasparov, Garry	 g	 RUS	 2830	 0	 1963
 2	 Kramnik, Vladimir	 g	 RUS	 2785	 2	 1975
 3	 Anand, Viswanathan	 g	 IND	 2774	 7	 1969
 4	 Leko, Peter	 g	 HUN	 2739	 9	 1979
 5	 Topalov, Veselin	 g	 BUL	 2735	 0	 1975
 6	 Grischuk, Alexander	 g	 RUS	 2732	 38	 1983
 7	 Shirov, Alexei	 g	 ESP	 2732	 23	 1972
 8	 Svidler, Peter	 g	 RUS	 2723	 34	 1976
 9	 Bareev, Evgeny	 g	 RUS	 2721	 11	 1966
 10	 Adams, Michael	 g	 ENG	 2719	 29	 1971
 11	 Polgar, Judit (GM)	 wg	 HUN	 2718	 9	 1976
 12	 Ponomariov, Ruslan	 g	 UKR	 2718	 0	 1983
 13	 Ivanchuk, Vassily	 g	 UKR	 2710	 22	 1969
 14	 Akopian, Vladimir	 g	 ARM	 2703	 0	 1971
 15	 Azmaiparashvili, Zurab	 g	 GEO	 2702	 24	 1960
 16	 Short, Nigel D.	 g	 ENG	 2701	 19	 1965
 17	 Dreev, Alexey	 g	 RUS	 2698	 16	 1969
 18	 Malakhov, Vladimir	 g	 RUS	 2696	 33	 1980
 19	 Gelfand, Boris	 g	 ISR	 2695	 9	 1968
 20	 Sokolov, Ivan	 g	 NED	 2693	 57	 1968
 21	 Karpov, Anatoly	 g	 RUS	 2693	 6	 1951
 22	 Ye, Jiangchuan	 g	 CHN	 2683	 8	 1960
 23	 Morozevich, Alexander	 g	 RUS	 2679	 9	 1977
 24	 Khalifman, Alexander	 g	 RUS	 2678	 30	 1966
 25	 Lautier, Joel	 g	 FRA	 2677	 29	 1973
 26	 Rublevsky, Sergei	 g	 RUS	 2672	 31	 1974
 27	 Beliavsky, Alexander G	 g	 SLO	 2668	 40	 1953
 28	 Nisipeanu, Liviu-Dieter	 g	 ROM	 2666	 46	 1976
 29	 Kasimdzhanov, Rustam	 g	 UZB	 2664	 29	 1979
 30	 Vallejo Pons, Francisco	 g	 ESP	 2662	 24	 1982
 31	 Van Wely, Loek	 g	 NED	 2661	 19	 1972
 32	 Aleksandrov, Aleksej	 g	 BLR	 2659	 22	 1973
 33	 Zhang, Zhong	 g	 CHN	 2658	 9	 1978
 34	 Onischuk, Alexander	 g	 USA	 2657	 16	 1975
 35	 Smirin, Ilia	 g	 ISR	 2656	 28	 1968
 36	 Kobalia, Mikhail	 g	 RUS	 2656	 25	 1978
 37	 Almasi, Zoltan	 g	 HUN	 2655	 39	 1976
 38	 Sakaev, Konstantin	 g	 RUS	 2655	 34	 1974
 39	 Tkachiev, Vladislav	 g	 FRA	 2654	 30	 1973
 40	 Sasikiran, Krishnan	 g	 IND	 2654	 18	 1981
 41	 Zvjaginsev, Vadim	 g	 RUS	 2653	 30	 1976
 42	 Bologan, Viktor	 g	 MDA	 2650	 38	 1971
 43	 Nikolic, Predrag	 g	 BIH	 2649	 33	 1960
 44	 Aronian, Levon	 g	 ARM	 2649	 32	 1982
