Rank	Name	Title	Country	Rating	Games	B-Year
 94	 Gareev, Timur	 g	 UZB	 2654	 11	 1988
 95	 Ragger, Markus	 g	 AUT	 2654	 9	 1988
 96	 Fridman, Daniel	 g	 GER	 2653	 19	 1976
 97	 Sokolov, Ivan	 g	 NED	 2653	 14	 1968
 98	 Milov, Vadim	 g	 SUI	 2653	 0	 1972
 99	 So, Wesley	 g	 PHI	 2653	 0	 1993
 100	 Rodshtein, Maxim	 g	 ISR	 2652	 9	 1989
 101	 Gyimesi, Zoltan	 g	 HUN	 2652	 0	 1977
 102	 Nikolic, Predrag	 g	 BIH	 2652	 0	 1960
 103	 Roiz, Michael	 g	 ISR	 2652	 0	 1983
