Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Kasparov, Garry	 g	 RUS	 2812	 0	 1963
 2	 Anand, Viswanathan	 g	 IND	 2788	 0	 1969
 3	 Topalov, Veselin	 g	 BUL	 2782	 9	 1975
 4	 Leko, Peter	 g	 HUN	 2751	 9	 1979
 5	 Ivanchuk, Vassily	 g	 UKR	 2748	 31	 1969
 6	 Svidler, Peter	 g	 RUS	 2740	 17	 1976
 7	 Kramnik, Vladimir	 g	 RUS	 2739	 9	 1975
 8	 Polgar, Judit	 g	 HUN	 2735	 0	 1976
 9	 Bacrot, Etienne	 g	 FRA	 2725	 19	 1983
 10	 Aronian, Levon	 g	 ARM	 2724	 21	 1982
 11	 Grischuk, Alexander	 g	 RUS	 2720	 0	 1983
 12	 Adams, Michael	 g	 ENG	 2718	 9	 1971
 13	 Gelfand, Boris	 g	 ISR	 2717	 18	 1968
 14	 Shirov, Alexei	 g	 ESP	 2710	 8	 1972
 15	 Nisipeanu, Liviu-Dieter	 g	 ROM	 2707	 28	 1976
 16	 Akopian, Vladimir	 g	 ARM	 2707	 17	 1971
 17	 Morozevich, Alexander	 g	 RUS	 2707	 0	 1977
 18	 Radjabov, Teimour	 g	 AZE	 2704	 22	 1987
 19	 Ponomariov, Ruslan	 g	 UKR	 2704	 0	 1983
 20	 Tiviakov, Sergei	 g	 NED	 2699	 35	 1973
 21	 Sokolov, Ivan	 g	 NED	 2696	 36	 1968
 22	 Dreev, Alexey	 g	 RUS	 2694	 21	 1969
 23	 Kamsky, Gata	 g	 USA	 2690	 28	 1974
 24	 Bologan, Viktor	 g	 MDA	 2682	 22	 1971
 25	 Lautier, Joel	 g	 FRA	 2679	 20	 1973
 26	 Bruzon, Lazaro	 g	 CUB	 2677	 11	 1982
 27	 Bareev, Evgeny	 g	 RUS	 2675	 7	 1966
 28	 Mamedyarov, Shakhriyar	 g	 AZE	 2674	 42	 1985
 29	 Vallejo Pons, Francisco	 g	 ESP	 2674	 1	 1982
 30	 Smirin, Ilia	 g	 ISR	 2673	 32	 1968
 31	 Harikrishna, P.	 g	 IND	 2673	 19	 1986
 32	 Short, Nigel D.	 g	 ENG	 2673	 0	 1965
 33	 Karpov, Anatoly	 g	 RUS	 2672	 2	 1951
